p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,Identity
4.16E-06,-0.818272491,0.105,0.274,0.057455389,br,73,73
4.25E-06,-0.528370495,0.61,0.81,0.058737729,CG42784,73,73
4.29E-06,-0.297112457,0.134,0.328,0.059213588,CG14762,73,73
4.39E-06,-0.281927808,0.081,0.249,0.060615523,bon,73,73
4.58E-06,-0.40216751,0.105,0.283,0.063339996,Blimp-1,73,73
4.67E-06,-0.283182056,0.14,0.337,0.064513274,sli,73,73
4.71E-06,-0.295069679,0.11,0.294,0.065037375,fwe,73,73
4.84E-06,-0.395455046,0.186,0.396,0.066837271,Octalpha2R,73,73
4.84E-06,-0.296226155,0.076,0.24,0.066873317,cta,73,73
4.97E-06,-0.678166187,0.099,0.268,0.068670566,dpr13,73,73
5.23E-06,-0.351313351,0.076,0.239,0.072187038,lncRNA:CR46481,73,73
5.25E-06,-0.447992391,0.233,0.463,0.072484883,scrib,73,73
5.43E-06,-0.570807991,0.047,0.19,0.074953333,dock,73,73
5.72E-06,-0.279307061,0.11,0.294,0.079039529,CkIIbeta,73,73
5.74E-06,-0.502345684,0.157,0.354,0.079317668,mspo,73,73
5.76E-06,-0.72249516,0.017,0.139,0.079603058,Zn72D,73,73
6.20E-06,-0.622989435,0.349,0.609,0.085642276,cic,73,73
6.25E-06,-0.936788016,0.041,0.176,0.086309574,KCNQ,73,73
6.68E-06,-0.349593434,0.087,0.253,0.092316308,Atg1,73,73
6.89E-06,-0.444882291,0.052,0.198,0.09511858,CG10948,73,73
6.96E-06,-0.280890469,0.169,0.376,0.09612482,kek6,73,73
6.99E-06,-0.345767826,0.174,0.382,0.096601958,CG42342,73,73
7.08E-06,-0.446190632,0.035,0.168,0.097800031,uzip,73,73
7.42E-06,-0.448350953,0.076,0.233,0.102493628,CG30122,73,73
7.45E-06,-0.37593525,0.366,0.62,0.102897212,eIF4EHP,73,73
7.48E-06,-1.061320465,0.099,0.252,0.103377448,zfh2,73,73
7.54E-06,-0.616123776,0.041,0.177,0.104231952,CG31678,73,73
7.57E-06,-0.609036811,0.372,0.595,0.104542812,mbl,73,73
7.65E-06,-0.587277302,0.11,0.285,0.105633681,pyd,73,73
7.86E-06,-0.488566935,0.07,0.223,0.108562023,Hex-A,73,73
8.03E-06,-0.354812597,0.087,0.251,0.110929555,CG8671,73,73
8.20E-06,-0.374729184,0.064,0.216,0.113221284,CG31522,73,73
8.22E-06,-0.399624066,0.134,0.315,0.113586927,Trpm,73,73
8.25E-06,-0.426559476,0.047,0.186,0.113980329,fl(2)d,73,73
8.28E-06,-0.450440972,0.233,0.459,0.114404854,jus,73,73
8.50E-06,-0.487954056,0.047,0.185,0.117378413,NKAIN,73,73
8.74E-06,-0.712954563,0.093,0.25,0.120802107,Trim9,73,73
9.03E-06,-0.377259801,0.308,0.557,0.124742548,Hr3,73,73
9.14E-06,-0.852506094,0.023,0.145,0.126289132,CG1358,73,73
9.34E-06,-0.396987826,0.122,0.304,0.128998761,CG44247,73,73
9.41E-06,-0.353713704,0.238,0.476,0.130028343,px,73,73
1.01E-05,-0.456611004,0.128,0.303,0.139147916,dpr10,73,73
1.03E-05,-0.435199647,0.215,0.426,0.141781532,CG17716,73,73
1.07E-05,-0.753854681,0.047,0.182,0.148043323,rn,73,73
1.10E-05,-0.362641621,0.07,0.222,0.151868709,Rbcn-3A,73,73
1.11E-05,-0.370632982,0.081,0.239,0.152969823,vib,73,73
1.17E-05,-0.54774776,0.122,0.294,0.161696484,Cbp53E,73,73
1.17E-05,-0.440696714,0.064,0.211,0.162079507,tbc,73,73
1.17E-05,-0.370154856,0.75,0.885,0.162179441,brp,73,73
1.18E-05,-0.466330555,0.105,0.271,0.163650089,CG42788,73,73
1.22E-05,-0.665788053,0.029,0.153,0.169078128,beat-Vc,73,73
1.24E-05,-0.389292796,0.302,0.547,0.170781032,sdt,73,73
1.31E-05,-0.361450768,0.081,0.239,0.180842413,CG31550,73,73
1.33E-05,-0.484505216,0.087,0.246,0.183192767,wnd,73,73
1.43E-05,-0.318787586,0.041,0.173,0.197607989,Sam-S,73,73
1.43E-05,-0.279536642,0.093,0.257,0.19786385,CG15270,73,73
1.43E-05,-0.340305629,0.064,0.21,0.198209917,pod1,73,73
1.49E-05,-0.431051519,0.116,0.287,0.205858339,DIP-gamma,73,73
1.54E-05,-0.458745683,0.198,0.4,0.212659032,Dop1R1,73,73
1.54E-05,-0.565625867,0.017,0.131,0.212845602,alphaTub84B,73,73
1.55E-05,-0.673073762,0.017,0.131,0.214105052,Chc,73,73
1.57E-05,-0.282648347,0.134,0.319,0.216900559,EndoA,73,73
1.57E-05,-0.354377823,0.145,0.328,0.217153265,CG32647,73,73
1.58E-05,-0.36370268,0.238,0.458,0.218214185,Slob,73,73
1.63E-05,-0.449231026,0.052,0.19,0.22480745,grp,73,73
1.63E-05,-0.812049364,0.07,0.212,0.225155183,CG30158,73,73
1.65E-05,-0.468905693,0.07,0.216,0.228367161,LpR1,73,73
1.66E-05,-0.420221671,0.326,0.553,0.229177365,SKIP,73,73
1.67E-05,-0.251619778,0.099,0.265,0.230181004,Dyb,73,73
1.80E-05,-0.264163943,0.297,0.539,0.249092971,unc80,73,73
1.89E-05,-0.63755582,0.029,0.149,0.261419967,Ppcs,73,73
1.92E-05,-0.370581547,0.198,0.404,0.264831799,mam,73,73
1.92E-05,-0.322718275,0.297,0.554,0.264985415,sqd,73,73
1.92E-05,-0.546847961,0.052,0.186,0.265846302,4-Sep,73,73
1.92E-05,-0.25537572,0.25,0.485,0.265920388,kmr,73,73
2.02E-05,-0.59521746,0.017,0.128,0.278511974,dsd,73,73
2.03E-05,-0.637624853,0.012,0.118,0.280225112,CG44245,73,73
2.03E-05,-0.656698454,0.029,0.148,0.280770353,Vha55,73,73
2.04E-05,-0.317107042,0.122,0.293,0.28169801,l(3)L1231,73,73
2.08E-05,-0.479718072,0.052,0.186,0.286666807,SelR,73,73
2.13E-05,-0.257918169,0.105,0.272,0.294003363,DIP2,73,73
2.21E-05,-0.647525919,0.047,0.176,0.305465174,PVRAP,73,73
2.30E-05,-0.311525213,0.099,0.258,0.317298998,CG8910,73,73
2.30E-05,-0.425382873,0.157,0.34,0.31835945,jdp,73,73
2.36E-05,-0.587017779,0.128,0.294,0.325758827,Rgk1,73,73
2.44E-05,-0.316708809,0.116,0.286,0.336692424,C3G,73,73
2.62E-05,-0.407762986,0.285,0.509,0.362039841,Frq1,73,73
2.64E-05,-0.311717242,0.14,0.32,0.365165225,CG10011,73,73
2.65E-05,-0.690198679,0.041,0.164,0.366127418,sNPF,73,73
2.69E-05,-0.251976613,0.105,0.269,0.371671723,Itpr,73,73
2.73E-05,-0.400480223,0.058,0.194,0.377374023,CG6966,73,73
2.74E-05,-0.365516737,0.157,0.342,0.378936168,inaE,73,73
2.81E-05,-0.535310906,0.035,0.155,0.388826741,CG42700,73,73
2.88E-05,-0.443292298,0.081,0.228,0.398350932,fend,73,73
2.92E-05,-0.3587685,0.25,0.462,0.402944158,dpr6,73,73
2.96E-05,-0.482746778,0.058,0.191,0.409503816,CG8861,73,73
3.03E-05,-0.515383331,0.145,0.316,0.418475168,CG32700,73,73
3.26E-05,-0.43425597,0.064,0.2,0.449695698,Cnot4,73,73
3.30E-05,-0.439837492,0.087,0.232,0.456315885,Fili,73,73
3.43E-05,-0.382514384,0.18,0.372,0.473344029,Mical,73,73
3.49E-05,-0.461155027,0.029,0.144,0.48177673,PhKgamma,73,73
3.57E-05,-0.30217228,0.285,0.526,0.49338313,CG34401,73,73
3.60E-05,-0.384285178,0.314,0.553,0.497606288,Nhe2,73,73
3.62E-05,-0.367529927,0.035,0.154,0.500685459,CG9265,73,73
3.63E-05,-0.300418164,0.087,0.236,0.501276068,mld,73,73
3.64E-05,-0.345476205,0.064,0.201,0.502737353,Pak,73,73
3.80E-05,-0.277129147,0.134,0.308,0.524637993,eIF4G2,73,73
3.93E-05,-0.315918742,0.029,0.143,0.542334827,CG9775,73,73
3.97E-05,-0.392125664,0.076,0.216,0.548547652,bbc,73,73
4.03E-05,-1.401916864,0.006,0.1,0.55661883,acj6,73,73
4.14E-05,-0.276101479,0.157,0.34,0.572011068,sff,73,73
4.20E-05,-0.589926777,0.047,0.169,0.580604896,Octbeta1R,73,73
4.25E-05,-0.350289846,0.151,0.329,0.586776229,corto,73,73
4.38E-05,-0.403786916,0.058,0.188,0.605378094,CG9328,73,73
4.48E-05,-0.503960424,0.029,0.141,0.619008486,Tnpo,73,73
4.52E-05,-0.51019697,0.087,0.233,0.624905462,RanBPM,73,73
4.73E-05,-0.274520981,0.076,0.216,0.653531604,lncRNA:let7C,73,73
4.77E-05,-0.307435889,0.076,0.216,0.659217179,Tsp66E,73,73
4.83E-05,-0.306655306,0.081,0.224,0.667661714,spg,73,73
4.85E-05,-0.322227277,0.052,0.179,0.670008509,Plp,73,73
4.98E-05,-0.320202138,0.151,0.32,0.688445848,Imp,73,73
5.11E-05,-0.298075288,0.047,0.169,0.70626768,CG1316,73,73
5.21E-05,-0.338637298,0.703,0.851,0.719798607,cpx,73,73
5.57E-05,-0.310812106,0.895,0.957,0.768932361,para,73,73
5.63E-05,-0.276602528,0.081,0.223,0.778181511,Tao,73,73
5.65E-05,-0.250133789,0.064,0.196,0.780162894,Lrch,73,73
5.72E-05,-0.520195262,0.227,0.414,0.790616933,CG44422,73,73
5.92E-05,-0.589555828,0.029,0.137,0.817937626,CG6959,73,73
5.95E-05,-0.631183731,0.017,0.118,0.821493396,CG4502,73,73
5.96E-05,-0.394796757,0.762,0.87,0.822715011,Ten-a,73,73
6.17E-05,-0.353780776,0.157,0.327,0.851839414,CG42346,73,73
6.35E-05,-0.57296995,0.012,0.107,0.876716761,Ubi-p63E,73,73
6.40E-05,-0.431960691,0.07,0.202,0.883546463,Dmtn,73,73
6.46E-05,-0.648750394,0.017,0.117,0.892742445,CG17230,73,73
6.52E-05,-0.277991105,0.291,0.536,0.900845445,mask,73,73
6.81E-05,-0.30310424,0.076,0.212,0.940322765,fmt,73,73
6.87E-05,-0.669425792,0.093,0.23,0.948658735,ct,73,73
7.00E-05,1.155848466,0.238,0.147,0.966921897,DIP-beta,73,73
7.08E-05,-0.288200638,0.11,0.264,0.977765007,Ncoa6,73,73
7.40E-05,-0.332949362,0.244,0.439,1,NetB,73,73
7.46E-05,-0.349328447,0.076,0.21,1,Ehbp1,73,73
7.71E-05,-0.49883238,0.023,0.126,1,prd1,73,73
7.77E-05,-0.324691087,0.047,0.165,1,Syngr,73,73
8.15E-05,-0.593042089,0.174,0.337,1,Eip93F,73,73
8.44E-05,-0.264779641,0.291,0.519,1,nmo,73,73
8.62E-05,-0.287297921,0.058,0.182,1,CG10737,73,73
8.64E-05,-0.775445798,0.017,0.114,1,Dif,73,73
8.75E-05,-0.445579952,0.029,0.135,1,Unc-115a,73,73
8.82E-05,-0.905254156,0.017,0.114,1,CG43689,73,73
9.01E-05,-0.388517282,0.041,0.154,1,Mlf,73,73
9.24E-05,-0.500486788,0.012,0.104,1,Kcmf1,73,73
9.90E-05,-0.289702343,0.372,0.591,1,hth,73,73
9.94E-05,-0.365187086,0.105,0.251,1,CG9932,73,73
1.02E-04,-0.489143972,0.035,0.142,1,Pkn,73,73
1.03E-04,-0.626847727,0.017,0.113,1,CG31510,73,73
1.05E-04,-0.454086408,0.029,0.132,1,Usp32,73,73
1.06E-04,-0.728687326,0.029,0.132,1,CG13579,73,73
1.06E-04,-0.303225082,0.203,0.389,1,Nlg4,73,73
1.06E-04,-0.309748593,0.076,0.207,1,Drl-2,73,73
1.07E-04,-0.345673907,0.076,0.206,1,ari-1,73,73
1.08E-04,-0.295738212,0.076,0.207,1,fra,73,73
1.10E-04,0.358610299,0.826,0.848,1,jim,73,73
1.11E-04,0.507157417,0.674,0.654,1,lncRNA:CR31451,73,73
1.14E-04,-0.256442424,0.029,0.133,1,ACC,73,73
1.14E-04,-0.541017741,0.331,0.545,1,Pka-C1,73,73
1.14E-04,-0.565157321,0.029,0.131,1,CG11317,73,73
1.18E-04,-0.322877008,0.128,0.28,1,CG13954,73,73
1.20E-04,0.666419524,0.331,0.222,1,bi,73,73
1.20E-04,-0.311170772,0.064,0.188,1,Liprin-alpha,73,73
1.23E-04,-0.444283143,0.052,0.167,1,Chd1,73,73
1.26E-04,-0.396451565,0.047,0.16,1,asRNA:CR45600,73,73
1.28E-04,-0.284794482,0.081,0.213,1,CG42404,73,73
1.41E-04,-0.48167124,0.041,0.148,1,Tsp96F,73,73
1.46E-04,-0.478680922,0.058,0.175,1,Oda,73,73
1.49E-04,-0.284148203,0.076,0.204,1,Vha26,73,73
1.51E-04,-0.407744495,0.023,0.12,1,gzl,73,73
1.51E-04,-0.289681968,0.36,0.568,1,CG31221,73,73
1.54E-04,-0.298070076,0.052,0.166,1,CG7378,73,73
1.58E-04,-0.26128009,0.07,0.194,1,Syn1,73,73
1.59E-04,-0.36366624,0.134,0.287,1,CG42339,73,73
1.60E-04,-0.467420768,0.029,0.128,1,sca,73,73
1.61E-04,-0.423889139,0.023,0.118,1,28SrRNA-Psi:CR45851,73,73
1.65E-04,-0.46242099,0.017,0.109,1,CG12004,73,73
1.65E-04,-0.488450789,0.023,0.118,1,Ca-Ma2d,73,73
1.70E-04,-0.522095181,0.209,0.385,1,Mmp2,73,73
1.72E-04,-0.367172189,0.308,0.538,1,ctrip,73,73
1.73E-04,-0.554810134,0.047,0.156,1,CG3655,73,73
1.73E-04,-0.44263205,0.07,0.19,1,CG31637,73,73
1.77E-04,-0.261799409,0.052,0.166,1,caz,73,73
1.81E-04,-0.360539509,0.047,0.155,1,Asap,73,73
1.82E-04,-0.421398141,0.023,0.118,1,CG4562,73,73
1.87E-04,-0.371144443,0.052,0.164,1,stmA,73,73
2.06E-04,-0.353883735,0.07,0.19,1,Not3,73,73
2.10E-04,-0.267152865,0.227,0.414,1,kek2,73,73
2.13E-04,-0.386639211,0.535,0.717,1,Myo81F,73,73
2.14E-04,-0.52293011,0.035,0.134,1,Mur2B,73,73
2.15E-04,-0.385678379,0.192,0.362,1,nolo,73,73
2.23E-04,-0.343629887,0.047,0.153,1,Rgk3,73,73
2.23E-04,-0.348648634,0.43,0.65,1,CG17816,73,73
2.52E-04,-0.429961614,0.029,0.124,1,Klp98A,73,73
2.52E-04,-0.544472361,0.047,0.15,1,ome,73,73
2.64E-04,-0.462269212,0.035,0.133,1,CG13300,73,73
2.68E-04,-0.257526617,0.064,0.18,1,wts,73,73
2.76E-04,-0.285809407,0.076,0.197,1,Prps,73,73
2.77E-04,-0.331415621,0.07,0.187,1,CG17724,73,73
2.80E-04,-0.274746828,0.395,0.599,1,olf413,73,73
2.81E-04,-0.343669673,0.029,0.123,1,RN-tre,73,73
2.83E-04,-0.327469849,0.099,0.229,1,DAAM,73,73
2.85E-04,-0.599114925,0.029,0.122,1,DIP-theta,73,73
2.88E-04,-0.32088932,0.017,0.103,1,RR48404-transposable-element,73,73
2.96E-04,-0.539488961,0.029,0.122,1,CG34351,73,73
3.00E-04,-0.272284739,0.07,0.187,1,Su(var)2-HP2,73,73
3.14E-04,-0.582911487,0.029,0.121,1,Ac13E,73,73
3.23E-04,-0.369073296,0.035,0.131,1,CG10132,73,73
3.27E-04,-0.358765259,0.029,0.122,1,MRP,73,73
3.46E-04,-0.447069536,0.058,0.166,1,Neto,73,73
3.47E-04,-0.448295557,0.047,0.148,1,beat-IIb,73,73
3.69E-04,-0.313200988,0.058,0.167,1,CG7564,73,73
3.69E-04,-0.511173008,0.023,0.111,1,CG14322,73,73
3.71E-04,-0.277175263,0.093,0.218,1,Pde11,73,73
3.75E-04,-0.339589386,0.052,0.157,1,LIMK1,73,73
3.91E-04,-0.377254334,0.43,0.62,1,Gfrl,73,73
4.12E-04,-0.279174956,0.052,0.157,1,AP-2alpha,73,73
4.31E-04,-0.381765198,0.076,0.19,1,dpr2,73,73
4.34E-04,-0.266382992,0.302,0.513,1,CG12605,73,73
4.60E-04,-0.320977255,0.035,0.127,1,inc,73,73
4.62E-04,-0.393212834,0.023,0.108,1,CG4080,73,73
4.68E-04,-0.268271173,0.058,0.164,1,PAPLA1,73,73
5.24E-04,-0.488174011,0.105,0.227,1,Dop1R2,73,73
5.39E-04,-0.291087368,0.035,0.126,1,RR48383-transposable-element,73,73
5.40E-04,-0.354020064,0.151,0.293,1,CG4577,73,73
5.46E-04,-0.291982801,0.035,0.126,1,PDZ-GEF,73,73
5.60E-04,-0.259648602,0.105,0.23,1,CG1646,73,73
5.91E-04,0.263698452,0.105,0.236,1,Kdm4B,73,73
6.02E-04,-0.330725374,0.093,0.211,1,CG32204,73,73
6.06E-04,-0.269274896,0.023,0.106,1,sei,73,73
6.21E-04,-0.297852086,0.047,0.143,1,Nak,73,73
6.25E-04,-0.430721528,0.064,0.168,1,CG13594,73,73
6.54E-04,-0.383115187,0.023,0.105,1,CG3078,73,73
6.57E-04,-0.457114726,0.029,0.114,1,Pax,73,73
6.63E-04,-0.379374353,0.273,0.462,1,dikar,73,73
6.79E-04,-0.284958653,0.151,0.292,1,rgn,73,73
7.30E-04,-0.420160539,0.029,0.113,1,CG4049,73,73
7.60E-04,-0.368379672,0.029,0.113,1,CG5521,73,73
8.09E-04,-0.263484158,0.285,0.48,1,Pka-R2,73,73
8.29E-04,-0.258914828,0.035,0.122,1,lost,73,73
8.36E-04,-0.449588178,0.023,0.102,1,MESR3,73,73
8.76E-04,-0.307616114,0.052,0.148,1,lncRNA:CR45668,73,73
8.78E-04,-0.497731738,0.052,0.147,1,Ptip,73,73
8.79E-04,-0.281641216,0.081,0.192,1,CG43078,73,73
9.09E-04,-0.261075107,0.052,0.148,1,eRF1,73,73
9.20E-04,-0.414051576,0.023,0.101,1,CG7028,73,73
9.35E-04,-0.541931548,0.052,0.146,1,sano,73,73
9.43E-04,-0.333586179,0.023,0.102,1,CG10019,73,73
0.001034871,-0.30176535,0.145,0.279,1,Epac,73,73
0.001111148,-0.277458984,0.047,0.136,1,pps,73,73
0.001162576,-0.292621777,0.058,0.153,1,5-HT2B,73,73
0.001167799,-1.372823015,0.029,0.107,1,Vmat,73,73
0.001224735,-0.332751943,0.07,0.17,1,beat-IV,73,73
0.001294597,-0.291256175,0.424,0.633,1,CG42795,73,73
0.001348886,-0.256879172,0.041,0.125,1,Mctp,73,73
0.001372291,-0.295706707,0.099,0.21,1,Xrp1,73,73
0.001454622,-0.316128301,0.395,0.587,1,jeb,73,73
0.001474675,-0.288917269,0.07,0.168,1,Kr-h1,73,73
0.001584868,-0.507483775,0.535,0.701,1,28SrRNA:CR45844,73,73
0.001656973,-0.354315804,0.047,0.131,1,elB,73,73
0.001804373,-0.318946209,0.07,0.166,1,dpr15,73,73
0.002048362,-0.253340236,0.029,0.103,1,PTP-ER,73,73
0.00220579,-0.277130376,0.773,0.874,1,Msp300,73,73
0.002491716,-0.298176842,0.07,0.161,1,Oct-TyrR,73,73
0.002709928,-0.293858081,0.052,0.135,1,CG30419,73,73
0.002801199,-0.274522073,0.029,0.1,1,Myo95E,73,73
0.002828553,-0.250467866,0.087,0.186,1,velo,73,73
0.002867019,-0.311132855,0.041,0.117,1,fok,73,73
0.003005061,-0.279261957,0.035,0.108,1,beat-Vb,73,73
0.003227923,-0.256641727,0.041,0.116,1,lncRNA:CR44320,73,73
0.003619817,0.260967967,0.134,0.258,1,CG13375,73,73
0.003625048,-0.292291991,0.035,0.105,1,Hsc70Cb,73,73
0.003933906,0.463358003,0.151,0.288,1,RhoGAP1A,73,73
0.004339923,0.41640438,0.616,0.593,1,rad,73,73
0.004563535,0.284275443,0.07,0.159,1,CG8176,73,73
0.004616408,-0.256042363,0.047,0.12,1,CG17493,73,73
0.005104034,-0.260322367,0.727,0.832,1,Shab,73,73
0.00578754,-0.25344572,0.07,0.15,1,sdk,73,73
0.006606596,0.309343807,0.227,0.396,1,Ae2,73,73
0.006651348,0.289481658,0.116,0.223,1,Atx2,73,73
0.006705794,-0.276761969,0.308,0.463,1,CadN2,73,73
0.006752602,-0.290686126,0.099,0.189,1,zld,73,73
0.007116118,-0.259929966,0.052,0.124,1,ASPP,73,73
0.007453708,0.28229369,0.105,0.201,1,Nadsyn,73,73
0.008067394,0.265879454,0.099,0.194,1,gol,73,73
0,2.74593961,0.584,0.01,0,eya,74,74
0,1.295031241,0.235,0.001,0,Six4,74,74
1.09E-306,2.795659594,0.452,0.019,1.51E-302,Sp1,74,74
1.91E-127,1.064379733,0.229,0.012,2.64E-123,Dll,74,74
5.18E-64,0.715174676,0.175,0.014,7.16E-60,Sobp,74,74
9.29E-61,1.929238837,0.253,0.03,1.28E-56,Scr,74,74
1.18E-39,1.031665614,0.319,0.062,1.63E-35,ap,74,74
1.30E-39,1.540715679,0.675,0.246,1.80E-35,CG43373,74,74
2.30E-38,1.722671089,0.434,0.118,3.17E-34,Ac13E,74,74
1.94E-35,0.702553272,0.114,0.011,2.67E-31,inv,74,74
2.03E-34,1.04576745,0.38,0.096,2.81E-30,Rfx,74,74
1.18E-33,0.851709983,0.241,0.043,1.63E-29,Optix,74,74
2.36E-33,1.190282918,0.765,0.341,3.26E-29,bma,74,74
1.22E-31,0.656941238,0.139,0.017,1.69E-27,Hmx,74,74
3.85E-28,0.915245668,0.928,0.554,5.31E-24,CG2269,74,74
4.36E-28,1.021718869,0.922,0.591,6.02E-24,rad,74,74
5.26E-28,0.757475,0.235,0.048,7.26E-24,spab,74,74
4.79E-26,0.931436626,0.934,0.583,6.62E-22,jeb,74,74
2.78E-25,0.910657042,1,0.885,3.84E-21,bru3,74,74
1.03E-24,0.941854913,0.633,0.272,1.42E-20,Ddc,74,74
4.48E-24,0.884926318,0.398,0.128,6.18E-20,Tbh,74,74
5.25E-23,1.284116522,0.235,0.056,7.26E-19,DIP-eta,74,74
5.75E-23,0.762074975,0.277,0.073,7.94E-19,CG12594,74,74
1.31E-22,0.740468102,0.639,0.274,1.82E-18,CG34106,74,74
1.98E-22,0.973364654,0.145,0.025,2.74E-18,slou,74,74
2.47E-21,0.647409052,1,0.963,3.41E-17,IA-2,74,74
3.21E-20,0.721834859,0.904,0.564,4.43E-16,CG31221,74,74
1.19E-19,0.629187086,0.217,0.054,1.64E-15,salr,74,74
6.35E-19,0.503059412,0.584,0.251,8.77E-15,CG32683,74,74
1.26E-18,0.564607941,0.584,0.261,1.75E-14,CG34355,74,74
1.76E-18,0.528284775,0.145,0.029,2.43E-14,Nost,74,74
3.04E-18,0.665716972,0.271,0.082,4.20E-14,GEFmeso,74,74
6.63E-18,0.810639612,0.355,0.128,9.16E-14,Rgk2,74,74
1.04E-17,0.6388665,0.693,0.35,1.44E-13,ChAT,74,74
1.88E-17,0.945334033,0.163,0.037,2.60E-13,svp,74,74
9.13E-17,0.560369335,0.56,0.256,1.26E-12,CG33143,74,74
1.03E-16,0.621390056,0.735,0.419,1.42E-12,NFAT,74,74
9.51E-16,0.528651944,0.608,0.299,1.31E-11,OtopLc,74,74
9.74E-16,0.67029191,0.494,0.221,1.35E-11,Kif3C,74,74
2.23E-15,0.440537227,0.645,0.324,3.08E-11,smal,74,74
2.66E-15,0.586860645,0.536,0.255,3.67E-11,CG13375,74,74
6.31E-15,0.478442209,0.771,0.425,8.71E-11,VAChT,74,74
1.02E-14,0.554930911,0.801,0.457,1.41E-10,brat,74,74
1.28E-14,0.550907167,0.62,0.324,1.77E-10,CG14762,74,74
1.64E-14,0.472484813,0.102,0.019,2.26E-10,Lgr1,74,74
1.94E-14,0.766046581,0.518,0.256,2.68E-10,ssx,74,74
2.88E-14,0.370139798,0.145,0.034,3.97E-10,Pvr,74,74
3.58E-14,0.71169685,0.651,0.36,4.94E-10,mgl,74,74
6.66E-14,0.861693747,0.307,0.118,9.20E-10,sNPF-R,74,74
1.77E-13,0.644560427,0.976,0.88,2.45E-09,pros,74,74
2.26E-13,0.512794888,0.801,0.498,3.13E-09,Rm62,74,74
5.98E-13,0.643312637,0.56,0.3,8.27E-09,Pde8,74,74
7.10E-13,0.414630629,0.596,0.302,9.80E-09,btsz,74,74
7.72E-13,0.614669298,0.38,0.167,1.07E-08,CG44098,74,74
1.07E-12,0.468706814,0.596,0.31,1.48E-08,CG11030,74,74
1.12E-12,0.488920982,0.331,0.135,1.55E-08,CG43861,74,74
1.29E-12,0.653224648,0.217,0.073,1.78E-08,7B2,74,74
1.32E-12,0.366983004,0.193,0.059,1.83E-08,CG42271,74,74
1.74E-12,0.489594896,0.223,0.076,2.40E-08,Ntan1,74,74
2.46E-12,0.406676616,0.181,0.055,3.40E-08,FBti0019148,74,74
4.17E-12,0.343946415,0.536,0.266,5.76E-08,CG14024,74,74
7.14E-12,0.559399019,0.44,0.213,9.87E-08,CG32052,74,74
8.60E-12,0.53792809,0.44,0.217,1.19E-07,arm,74,74
9.70E-12,0.714802478,0.536,0.288,1.34E-07,CG43759,74,74
1.12E-11,0.40121269,0.5,0.254,1.55E-07,Stat92E,74,74
1.14E-11,-0.676161184,0.916,0.849,1.57E-07,cpx,74,74
1.36E-11,0.760284039,0.572,0.323,1.87E-07,beat-IIIc,74,74
2.10E-11,0.628516948,0.566,0.316,2.90E-07,CG6123,74,74
3.04E-11,0.365354818,0.187,0.06,4.20E-07,nrv2,74,74
3.31E-11,0.405561844,0.572,0.306,4.58E-07,Ddr,74,74
4.37E-11,0.272241214,0.247,0.091,6.04E-07,a,74,74
5.74E-11,0.398151245,0.946,0.762,7.93E-07,heph,74,74
7.64E-11,0.741433759,0.151,0.045,1.06E-06,CG42637,74,74
8.05E-11,0.409349413,0.518,0.271,1.11E-06,ChT,74,74
8.97E-11,0.449893719,0.464,0.231,1.24E-06,Sytbeta,74,74
1.02E-10,0.972416065,0.337,0.155,1.42E-06,bab1,74,74
1.06E-10,0.417112596,0.693,0.405,1.46E-06,bru1,74,74
1.08E-10,0.474372484,0.12,0.032,1.49E-06,qless,74,74
1.31E-10,0.526388971,0.277,0.116,1.81E-06,28SrRNA-Psi:CR45851,74,74
1.32E-10,0.334541373,0.482,0.245,1.83E-06,FoxP,74,74
1.35E-10,0.424732517,0.108,0.027,1.86E-06,jagn,74,74
1.45E-10,0.291758869,0.307,0.129,2.01E-06,elB,74,74
1.72E-10,0.447533319,0.253,0.1,2.37E-06,CG3009,74,74
2.61E-10,0.393666778,0.133,0.037,3.61E-06,Drep4,74,74
3.83E-10,0.411104006,0.675,0.407,5.29E-06,tweek,74,74
3.85E-10,0.351185649,0.229,0.086,5.32E-06,CG6770,74,74
4.20E-10,0.691137707,0.199,0.071,5.80E-06,CG42458,74,74
5.35E-10,0.585009104,0.169,0.056,7.39E-06,Sesn,74,74
5.93E-10,-1.940482061,0.108,0.317,8.19E-06,toy,74,74
5.99E-10,0.318655585,0.675,0.385,8.28E-06,Nlg4,74,74
6.63E-10,0.315859675,0.651,0.362,9.15E-06,CG4341,74,74
6.74E-10,0.299312588,0.319,0.141,9.30E-06,CG42353,74,74
6.96E-10,0.390602921,0.699,0.415,9.61E-06,side-VIII,74,74
7.52E-10,0.425113641,0.325,0.148,1.04E-05,cmpy,74,74
7.96E-10,0.330555246,0.133,0.039,1.10E-05,SMC3,74,74
1.31E-09,0.465097645,0.205,0.077,1.81E-05,CG9368,74,74
1.35E-09,0.351790426,0.512,0.277,1.86E-05,CG13954,74,74
2.00E-09,0.523784551,0.253,0.108,2.76E-05,CG15099,74,74
2.12E-09,0.327650106,0.349,0.164,2.93E-05,dpr15,74,74
2.17E-09,0.381868185,0.62,0.363,3.00E-05,jing,74,74
2.21E-09,0.440699366,0.512,0.284,3.05E-05,DIP-gamma,74,74
2.31E-09,0.356825383,0.265,0.113,3.19E-05,lncRNA:CR45919,74,74
2.34E-09,0.438912925,0.12,0.034,3.23E-05,Pu,74,74
